Company #,Purchase Order,Item,Vendor,Description,Unit of Measure,Units,Unit Cost,Cost,Cost Code
206,1204-CPO-0328,9,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0328,10,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0328,11,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0329,1,LaFarge Canada Inc.,VERTICAL35 14MM 4-7% EXT WALLS/CLM,m3,30,139,4170,03-31-43
206,1204-CPO-0329,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,30,7,210,03-31-43
206,1204-CPO-0329,3,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,30,6,180,03-31-43
206,1204-CPO-0329,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,30,6,180,03-31-43
206,1204-CPO-0329,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,3,10,30,03-31-43
206,1204-CPO-0330,1,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,98,194,19012,03-31-43
206,1204-CPO-0330,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,98,7,686,03-31-43
206,1204-CPO-0330,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,98,6,588,03-31-43
206,1204-CPO-0330,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,12,10,120,03-31-43
206,1204-CPO-0331,1,LaFarge Canada Inc.,Owner Contract Budget,m3,5.2,212.25,1103.7,03-31-44
206,1204-CPO-0331,2,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,5.2,6,31.2,03-31-44
206,1204-CPO-0331,3,LaFarge Canada Inc.,Minimum Load 5 - 5.99 m3,EA,1,100,100,03-31-44
206,1204-CPO-0331,4,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,5.2,7,36.4,03-31-44
206,1204-CPO-0331,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,5.2,6,31.2,03-31-44
206,1204-CPO-0331,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0331,7,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,6,194,1164,03-31-43
206,1204-CPO-0331,8,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,6,7,42,03-31-43
206,1204-CPO-0331,9,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,6,6,36,03-31-43
206,1204-CPO-0331,10,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0332,1,LaFarge Canada Inc.,AGILIAVERTICAL70 1-4%,m3,30,215,6450,03-31-43
206,1204-CPO-0332,2,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,98,194,19012,03-31-43
206,1204-CPO-0332,3,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,128,7,896,03-31-43
206,1204-CPO-0332,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128,6,768,03-31-43
206,1204-CPO-0332,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,15,10,150,03-31-43
206,1204-CPO-0333,1,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,96,194,18624,03-31-43
206,1204-CPO-0333,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,96,7,672,03-31-43
206,1204-CPO-0333,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,96,6,576,03-31-43
206,1204-CPO-0333,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,12,10,120,03-31-43
206,1204-CPO-0334,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,2.4,160,384,03-31-44
206,1204-CPO-0334,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,2.4,7,16.8,03-31-44
206,1204-CPO-0334,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2.4,6,14.4,03-31-44
206,1204-CPO-0334,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-44
206,1204-CPO-0334,5,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,4,160,640,03-31-43
206,1204-CPO-0334,6,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,4,7,28,03-31-43
206,1204-CPO-0334,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,4,6,24,03-31-43
206,1204-CPO-0334,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-43
206,1204-CPO-0335,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,19,160,3040,03-31-44
206,1204-CPO-0335,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,19,7,133,03-31-44
206,1204-CPO-0335,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,19,6,114,03-31-44
206,1204-CPO-0335,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0336,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,211,149,31439,03-31-44
206,1204-CPO-0336,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,212,7,1484,03-31-44
206,1204-CPO-0336,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,212,6,1272,03-31-44
206,1204-CPO-0336,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,28,10,280,03-31-44
206,1204-CPO-0336,5,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0336,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0336,7,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0337,1,LaFarge Canada Inc.,AGILIAVERTICAL70 1-4%,m3,145,215,31175,03-31-43
206,1204-CPO-0337,2,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,147,7,1029,03-31-43
206,1204-CPO-0337,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,147,6,882,03-31-43
206,1204-CPO-0337,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,18,10,180,03-31-43
206,1204-CPO-0337,5,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,2,132,264,03-31-43
206,1204-CPO-0337,6,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,2,200,400,03-31-43
206,1204-CPO-0337,7,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,2,50,100,03-31-43
206,1204-CPO-0338,1,LaFarge Canada Inc.,VERTICAL30 20MM 4-7% KIM,m3,2,200,400,03-31-44
206,1204-CPO-0338,2,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,2,6,12,03-31-44
206,1204-CPO-0338,3,LaFarge Canada Inc.,Minimum Load 2 - 2.99 m3,EA,1,150,150,03-31-44
206,1204-CPO-0338,4,LaFarge Canada Inc.,Seasonal charge -  Per m3 to all concrete Nov 1 - Mar 30,m3,2,7,14,03-31-44
206,1204-CPO-0338,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2,6,12,03-31-44
206,1204-CPO-0338,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0339,1,LaFarge Canada Inc.,Vertical 45 20MM 1-4%,m3,10.2,140,1428,03-31-44
206,1204-CPO-0339,2,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,10.2,6,61.2,03-31-44
206,1204-CPO-0339,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,10.2,6,61.2,03-31-44
206,1204-CPO-0339,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0339,5,LaFarge Canada Inc.,Vertical 45 20MM 1-4%,m3,3.2,140,448,03-31-43
206,1204-CPO-0339,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0339,7,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0339,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0340,1,LaFarge Canada Inc.,VERTICAL30 14MM 1-4% INTR CLMN,m3,3.4,132,448.8,03-31-44
206,1204-CPO-0340,2,LaFarge Canada Inc.,ULTRA FLOW L1 C35 Plasticiser - 1 dose,m3,3.4,6,20.4,03-31-44
206,1204-CPO-0340,3,LaFarge Canada Inc.,Minimum Load 3 - 3.99 m3,EA,1,150,150,03-31-44
206,1204-CPO-0340,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.4,6,20.4,03-31-44
206,1204-CPO-0340,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0341,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,10,160,1600,03-31-44
206,1204-CPO-0341,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,10,6,60,03-31-44
206,1204-CPO-0341,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0342,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,10,160,1600,03-31-44
206,1204-CPO-0342,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,10,6,60,03-31-44
206,1204-CPO-0342,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0342,4,LaFarge Canada Inc.,AgiliaArchitect50 4-7%,m3,4,183,732,03-31-43
206,1204-CPO-0342,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,4,6,24,03-31-43
206,1204-CPO-0342,6,LaFarge Canada Inc.,Minimum Load 4 - 4.99 m3,EA,1,100,100,03-31-43
206,1204-CPO-0342,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0343,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,127,149,18923,03-31-44
206,1204-CPO-0343,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128,6,768,03-31-44
206,1204-CPO-0343,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0343,4,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0343,5,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0343,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0345,1,LaFarge Canada Inc.,AGILIAVERTICAL70 1-4%,m3,118,215,25370,03-31-43
206,1204-CPO-0345,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,119,6,714,03-31-43
206,1204-CPO-0345,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,13,10,130,03-31-43
206,1204-CPO-0345,4,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0345,5,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0345,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0346,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,4.6,160,736,03-31-43
206,1204-CPO-0346,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,4.6,6,27.6,03-31-43
206,1204-CPO-0346,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-43
206,1204-CPO-0346,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,2.6,160,416,03-31-44
206,1204-CPO-0346,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2.6,6,15.6,03-31-44
206,1204-CPO-0346,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,0.5,10,5,03-31-44
206,1204-CPO-0347,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,8.4,160,1344,03-31-44
206,1204-CPO-0347,2,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0347,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,9.4,6,56.4,03-31-44
206,1204-CPO-0347,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0347,5,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0347,6,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0347,7,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,124,149,18476,03-31-44
206,1204-CPO-0347,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,124,6,744,03-31-44
206,1204-CPO-0347,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,14,10,140,03-31-44
206,1204-CPO-0348,1,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0348,2,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0348,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0348,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-43
206,1204-CPO-0348,5,LaFarge Canada Inc.,AGILIAVERTICAL70 1-4%,m3,116,215,24940,03-31-43
206,1204-CPO-0348,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,116,6,696,03-31-43
206,1204-CPO-0348,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,11,10,110,03-31-43
206,1204-CPO-0348,8,LaFarge Canada Inc.,AGILIAVERTICAL70 1-4%,m3,2,215,430,03-31-44
206,1204-CPO-0348,9,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2,6,12,03-31-44
206,1204-CPO-0348,10,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0349,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,3.2,160,512,03-31-43
206,1204-CPO-0349,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.2,6,19.2,03-31-43
206,1204-CPO-0349,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0349,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,12,160,1920,03-31-44
206,1204-CPO-0349,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,12,6,72,03-31-44
206,1204-CPO-0349,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0350,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,127,149,18923,03-31-44
206,1204-CPO-0350,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,127,6,762,03-31-44
206,1204-CPO-0350,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0350,4,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0350,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-44
206,1204-CPO-0350,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0350,7,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0350,8,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0350,9,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,0.4,149,59.6,03-31-43
206,1204-CPO-0350,10,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,0.4,6,2.4,03-31-43
206,1204-CPO-0351,1,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,38,194,7372,03-31-43
206,1204-CPO-0351,2,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,78,187,14586,03-31-43
206,1204-CPO-0351,3,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0351,4,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0351,5,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0351,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,117,6,702,03-31-43
206,1204-CPO-0351,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,14,10,140,03-31-43
206,1204-CPO-0352,1,LaFarge Canada Inc.,FLO-FIL05 5MM 1-4% CDF SKIM CONC UNDER FTG (NOT PUMP),m3,1,123,123,03-31-43
206,1204-CPO-0352,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-43
206,1204-CPO-0352,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0352,4,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0353,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,11.5,160,1840,03-31-44
206,1204-CPO-0353,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.5,6,69,03-31-44
206,1204-CPO-0353,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0353,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,3.5,160,560,03-31-44
206,1204-CPO-0353,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,3.5,6,21,03-31-43
206,1204-CPO-0353,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0354,1,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0354,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0354,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0354,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-44
206,1204-CPO-0354,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0354,6,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,130,149,19370,03-31-44
206,1204-CPO-0354,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,130,6,780,03-31-44
206,1204-CPO-0354,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,17,10,170,03-31-44
206,1204-CPO-0355,1,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0355,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0355,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0355,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-43
206,1204-CPO-0355,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0355,6,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0355,7,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,84.4,187,15782.8,03-31-43
206,1204-CPO-0355,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,116.4,6,698.4,03-31-43
206,1204-CPO-0355,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,13,10,130,03-31-43
206,1204-CPO-0356,1,LaFarge Canada Inc.,ULTRA HES 20/24 14MM 1-4% TOWER SLAB L5 ROOF,m3,11.5,139,1598.5,03-31-44
206,1204-CPO-0356,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.5,6,69,03-31-44
206,1204-CPO-0356,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0356,4,LaFarge Canada Inc.,ULTRA HES 20/24 14MM 1-4% TOWER SLAB L5 ROOF,m3,2.5,139,347.5,03-31-43
206,1204-CPO-0356,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2.5,6,15,03-31-43
206,1204-CPO-0356,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0356,7,LaFarge Canada Inc.,Delay Set 1-35,m3,7,6,42,03-31-43
206,1204-CPO-0357,1,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-44
206,1204-CPO-0357,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0357,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-44
206,1204-CPO-0357,4,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,1,6,6,03-31-44
206,1204-CPO-0357,5,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0357,6,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,128,149,19072,03-31-44
206,1204-CPO-0357,7,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128,6,768,03-31-44
206,1204-CPO-0357,8,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0358,1,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,1,132,132,03-31-43
206,1204-CPO-0358,2,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
206,1204-CPO-0358,3,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,1,200,200,03-31-43
206,1204-CPO-0358,4,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0358,5,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,82,187,15334,03-31-43
206,1204-CPO-0358,6,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,115,6,690,03-31-43
206,1204-CPO-0358,7,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,14,10,140,03-31-43
206,1204-CPO-0359,1,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,11.6,160,1856,03-31-44
206,1204-CPO-0359,2,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,11.6,6,69.6,03-31-44
206,1204-CPO-0359,3,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-44
206,1204-CPO-0359,4,LaFarge Canada Inc.,Vertical 55 14MM 1-4% Flow,m3,8.4,160,1344,03-31-43
206,1204-CPO-0359,5,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,8.4,6,50.4,03-31-43
206,1204-CPO-0359,6,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,1,10,10,03-31-43
206,1204-CPO-0360,1,LaFarge Canada Inc.,CHRONOLIA55 24HR 14MM 1-4% INTR WALLS/CLMNS,m3,128.6,149,19161.4,03-31-44
206,1204-CPO-0360,2,LaFarge Canada Inc.,Delay Set 2-25,m3,128.6,9,1157.4,03-31-44
206,1204-CPO-0360,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,128.6,6,771.6,03-31-44
206,1204-CPO-0360,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,16,10,160,03-31-44
206,1204-CPO-0360,5,LaFarge Canada Inc.,30MPA SAND GROUT ,m3,2,132,264,03-31-44
206,1204-CPO-0360,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-44
206,1204-CPO-0360,7,LaFarge Canada Inc.,Minimum Load 1 - 1.99 m3,EA,2,200,400,03-31-44
206,1204-CPO-0360,8,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,2,6,12,03-31-44
206,1204-CPO-0360,9,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,2,10,20,03-31-44
206,1204-CPO-0361,1,LaFarge Canada Inc.,Vertical 65 14mm 1-4% Flow,m3,32,194,6208,03-31-43
206,1204-CPO-0361,2,LaFarge Canada Inc.,AgiliaArchitect55 1-4%,m3,81,187,15147,03-31-43
206,1204-CPO-0361,3,LaFarge Canada Inc.,Environmental charge - Applies per m3 to all concrete,m3,113,6,678,03-31-43
206,1204-CPO-0361,4,LaFarge Canada Inc.,Fuel Surcharge - Applies per load to all concrete,LDS,12,10,120,03-31-43
206,1204-CPO-0361,5,LaFarge Canada Inc.,45MPA 1-4% Grout,EA,2,165,330,03-31-43
206,1204-CPO-0361,6,LaFarge Canada Inc.,Returned Concrete - Per load to all returned concrete > 3m3,EA,1,50,50,03-31-43
